0.precision	0.recall	0.f1-score	0.support	1.precision	1.recall	1.f1-score	1.support	2.precision	2.recall	2.f1-score	2.support	accuracy	macro avg.precision	macro avg.recall	macro avg.f1-score	macro avg.support	weighted avg.precision	weighted avg.recall	weighted avg.f1-score	weighted avg.support
0.6647398843930635	0.5897435897435898	0.625	195	0.5210526315789473	0.6387096774193548	0.5739130434782608	155	0.7866004962779156	0.7620192307692307	0.774114774114774	416	0.6932114882506527	0.6574643374166421	0.6634908326440585	0.6576759391976782	766	0.7018449631892913	0.6932114882506527	0.6956439527034941	766
0.6733333333333333	0.517948717948718	0.5855072463768117	195	0.5355191256830601	0.632258064516129	0.5798816568047338	155	0.7806004618937644	0.8125	0.7962308598351001	416	0.7010443864229765	0.6631509736367193	0.654235594154949	0.6538732543388819	766	0.7037013794108099	0.7010443864229765	0.6988088871274329	766
0.6486486486486487	0.7384615384615385	0.6906474820143885	195	0.5704697986577181	0.5483870967741935	0.5592105263157895	155	0.8151898734177215	0.7740384615384616	0.7940813810110975	416	0.7193211488250653	0.6781027735746962	0.6869623655913979	0.6813131297804252	766	0.7232745334467426	0.7193211488250653	0.720224210277245	766
0.6542553191489362	0.6307692307692307	0.6422976501305483	195	0.5423728813559322	0.6193548387096774	0.5783132530120482	155	0.8229426433915212	0.7932692307692307	0.8078335373317013	416	0.716710182767624	0.6731902812987965	0.6811311000827129	0.676148146824766	766	0.7232267930745233	0.716710182767624	0.7192498009429662	766
0.6284153005464481	0.5897435897435898	0.6084656084656085	195	0.5238095238095238	0.6387096774193548	0.5755813953488372	155	0.7969543147208121	0.7548076923076923	0.7753086419753085	416	0.6892950391644909	0.6497263796922613	0.6610869864902124	0.6531185485965847	766	0.698778661515524	0.6892950391644909	0.692420763696595	766
0.6733668341708543	0.6871794871794872	0.6802030456852792	195	0.5411764705882353	0.5935483870967742	0.566153846153846	155	0.8161209068010076	0.7788461538461539	0.7970479704797047	416	0.7180156657963447	0.6768880705200324	0.686524676040805	0.6811349541062767	766	0.7241451473024964	0.7180156657963447	0.7205814566345075	766
0.65	0.6	0.624	195	0.5165562913907285	0.5032258064516129	0.5098039215686274	155	0.7448275862068966	0.7788461538461539	0.7614571092831962	416	0.6775456919060052	0.6371279591992084	0.6273573200992555	0.6317536769506079	766	0.6744967376339842	0.6775456919060052	0.675542774549539	766
0.6274509803921569	0.6564102564102564	0.6416040100250627	195	0.5251141552511416	0.7419354838709677	0.6149732620320856	155	0.8600583090379009	0.7091346153846154	0.7773386034255599	416	0.7023498694516971	0.6708744815603999	0.7024934518886132	0.6779719584942362	766	0.7330677438644442	0.7023498694516971	0.7099301522126547	766
0.6988636363636364	0.6307692307692307	0.6630727762803235	195	0.5	0.6451612903225806	0.5633802816901409	155	0.8282051282051283	0.7764423076923077	0.8014888337468984	416	0.7127937336814621	0.6756895881895882	0.684124276261373	0.6759806305724542	766	0.7288665044702903	0.7127937336814621	0.7180711356074996	766
0.6025641025641025	0.7230769230769231	0.6573426573426574	195	0.5418994413407822	0.6258064516129033	0.5808383233532934	155	0.8498583569405099	0.7211538461538461	0.7802340702210663	416	0.7023498694516971	0.6647739669484648	0.6900124069478908	0.6728050169723391	766	0.7245894123956572	0.7023498694516971	0.7086019993649376	766
0.6167400881057269	0.717948717948718	0.6635071090047393	195	0.535483870967742	0.535483870967742	0.535483870967742	155	0.8203125	0.7572115384615384	0.7875	416	0.7023498694516971	0.6575121530244896	0.6702147091259995	0.662163659990827	766	0.7108541999746953	0.7023498694516971	0.7049397992897181	766
0.6180257510729614	0.7384615384615385	0.6728971962616822	195	0.5131578947368421	0.5032258064516129	0.50814332247557	155	0.8293963254593176	0.7596153846153846	0.7929736511919698	416	0.7023498694516971	0.653526657089707	0.6671009098428454	0.6580047233097407	766	0.711597084248713	0.7023498694516971	0.7047705054185389	766
0.6588235294117647	0.5743589743589743	0.6136986301369862	195	0.4474708171206226	0.7419354838709677	0.558252427184466	155	0.8348082595870207	0.6802884615384616	0.7496688741721854	416	0.6657963446475196	0.6470342020398027	0.6655276399228013	0.6405399771645458	766	0.7116302883514246	0.6657963446475196	0.6763219461435165	766
0.6367924528301887	0.6923076923076923	0.6633906633906634	195	0.5870967741935483	0.5870967741935483	0.5870967741935483	155	0.8120300751879699	0.7788461538461539	0.7950920245398773	416	0.7180156657963447	0.6786397674039023	0.6860835401157982	0.6818598207080296	766	0.7219047514100291	0.7180156657963447	0.7194771038769822	766
0.6150442477876106	0.7128205128205128	0.6603325415676958	195	0.5	0.5935483870967742	0.5427728613569321	155	0.8117977528089888	0.6947115384615384	0.7487046632124353	416	0.6788511749347258	0.6422806668655331	0.6670268127929417	0.6506033553790211	766	0.6986181377116494	0.6788511749347258	0.6845375705122693	766
0.6100917431192661	0.6820512820512821	0.6440677966101696	195	0.5761589403973509	0.5612903225806452	0.5686274509803922	155	0.8110831234256927	0.7740384615384616	0.7921279212792128	416	0.7075718015665796	0.6657779356474366	0.6724600220567963	0.6682743896232582	766	0.7123800326565723	0.7075718015665796	0.7092110841946428	766
0.6526946107784432	0.558974358974359	0.6022099447513812	195	0.4907749077490775	0.8580645161290322	0.624413145539906	155	0.8871951219512195	0.6995192307692307	0.7822580645161289	416	0.695822454308094	0.6768882134929134	0.7055193686242074	0.6696270516024722	766	0.7472829380347399	0.695822454308094	0.7044834616500188	766
0.68	0.6102564102564103	0.6432432432432432	195	0.5169082125603864	0.6903225806451613	0.5911602209944751	155	0.8307291666666666	0.7668269230769231	0.7974999999999999	416	0.7114882506527415	0.6758791264090177	0.6891353046594982	0.6773011547459061	766	0.7288565356138293	0.7114882506527415	0.7164781549433107	766
0.6643356643356644	0.48717948717948717	0.5621301775147929	195	0.44155844155844154	0.6580645161290323	0.5284974093264249	155	0.7755102040816326	0.7307692307692307	0.7524752475247524	416	0.6540469973890339	0.6271347699919129	0.6253377446925833	0.6143676114553234	766	0.6796334959333841	0.6540469973890339	0.6586973707980123	766
