0.precision	0.recall	0.f1-score	0.support	1.precision	1.recall	1.f1-score	1.support	2.precision	2.recall	2.f1-score	2.support	accuracy	macro avg.precision	macro avg.recall	macro avg.f1-score	macro avg.support	weighted avg.precision	weighted avg.recall	weighted avg.f1-score	weighted avg.support
0.56	0.3333333333333333	0.41791044776119407	42	0.3793103448275862	0.5789473684210527	0.45833333333333337	19	0.23809523809523808	0.35714285714285715	0.2857142857142857	14	0.4	0.3924685276409414	0.42314118629908104	0.3873193556029377	75	0.454136398467433	0.4	0.4034742951907131	75
0.7777777777777778	0.5	0.6086956521739131	42	0.3157894736842105	0.3157894736842105	0.3157894736842105	19	0.3103448275862069	0.6428571428571429	0.4186046511627907	14	0.48	0.46797069301606503	0.4862155388471178	0.44769659234030473	75	0.5734865900383141	0.48	0.4990091001011123	75
0.6216216216216216	0.5476190476190477	0.5822784810126581	42	0.3	0.3157894736842105	0.3076923076923077	19	0.2777777777777778	0.35714285714285715	0.31250000000000006	14	0.4533333333333333	0.3997997997997998	0.4068504594820384	0.40082359623498864	75	0.47595995995996	0.4533333333333333	0.46235800064913984	75
0.48148148148148145	0.30952380952380953	0.37681159420289856	42	0.2692307692307692	0.3684210526315789	0.3111111111111111	19	0.13636363636363635	0.21428571428571427	0.16666666666666663	14	0.30666666666666664	0.295691962358629	0.2974101921470343	0.2848631239935588	75	0.36328930328930326	0.30666666666666664	0.32094041867954914	75
0.5813953488372093	0.5952380952380952	0.5882352941176471	42	0.3333333333333333	0.2631578947368421	0.29411764705882354	19	0.17647058823529413	0.21428571428571427	0.1935483870967742	14	0.44	0.36373309013527894	0.35756056808688386	0.3586337760910816	75	0.44296701626386986	0.44	0.44005060088551556	75
0.625	0.47619047619047616	0.5405405405405405	42	0.46153846153846156	0.3157894736842105	0.37499999999999994	19	0.23333333333333334	0.5	0.3181818181818182	14	0.44	0.439957264957265	0.43065998329156224	0.41124078624078614	75	0.5104786324786326	0.44	0.4570966420966421	75
0.7619047619047619	0.38095238095238093	0.5079365079365079	42	0.2962962962962963	0.42105263157894735	0.34782608695652173	19	0.2962962962962963	0.5714285714285714	0.3902439024390244	14	0.4266666666666667	0.4514991181657848	0.4578111946532999	0.41533549911068474	75	0.557037037037037	0.4266666666666667	0.4454059149287145	75
0.5483870967741935	0.40476190476190477	0.4657534246575342	42	0.3888888888888889	0.3684210526315789	0.37837837837837834	19	0.3076923076923077	0.5714285714285714	0.4	14	0.4266666666666667	0.41498943111846337	0.448203842940685	0.41471060101197094	75	0.46305119014796436	0.4266666666666667	0.43134444033074165	75
0.6578947368421053	0.5952380952380952	0.625	42	0.3181818181818182	0.3684210526315789	0.3414634146341463	19	0.26666666666666666	0.2857142857142857	0.2758620689655172	14	0.48	0.41424774056353003	0.41645781119465325	0.4141084945332212	75	0.4988048910154174	0.48	0.48799831791421355	75
0.8260869565217391	0.4523809523809524	0.5846153846153845	42	0.4482758620689655	0.6842105263157895	0.5416666666666666	19	0.30434782608695654	0.5	0.3783783783783784	14	0.52	0.5262368815592203	0.545530492898914	0.5015534765534766	75	0.6329835082458771	0.52	0.5352374682374682	75
